Y\X,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
45,vddh_q4,,vss,,vddh_q4,,vddh_q4,,vddh_q4,,vddh_q4,,vddh_q4,,vddh_q4,,vddh_q4,,vddh_q4,,vddh_q4,,vddh_q4,,,,vddh_q2,,vddh_q2,,vddh_q2,,vddh_q2,,vddh_q2,,vddh_q2,,vddh_q2,,vddh_q2,,vddh_q2,,vddh_q2,,vss,,vddh_q2
,VPRE,,,,VPRE,,VPRE,,VPRE,,VPRE,,VPRE,,VPRE,,VPRE,,VPRE,,VPRE,,VPRE,,,,,,,,,,,,,,,,,,,,,,,,,,
44,,vss,,vss,,vddv_q4,,iodiff_17_n_q4,,iodiff_15_n_q4,,iodiff_13_n_q4,,iodiff_11_n_q4,,iodiff_9_n_q4,,iodiff_7_n_q4,,iodiff_5_n_q4,,iodiff_3_n_q4,,iodiff_1_p_q2,,iodiff_1_n_q2,,iodiff_3_n_q2,,iodiff_5_n_q2,,iodiff_7_n_q2,,iodiff_9_n_q2,,iodiff_11_n_q2,,iodiff_13_n_q2,,iodiff_15_n_q2,,iodiff_17_n_q2,,vddv_q2,,vss,,vss,
,,,,,,,,,,TX2_CK,,TX4_CK,,,,,,,,,,,,,,vss,,rxdata4_q2 28_45,,vss,,vss,,rxdata11_q2 34_45,,vss,,txdata8_q2 38_45,,txdata7_q2 40_45,,vss,,,,,,,
43,hsdiff_18_n_q4,,vss,,hsdiff_9_n_q4,,iodiff_18_n_q4,,iodiff_16_n_q4,,iodiff_14_n_q4,,iodiff_12_n_q4,,iodiff_10_n_q4,,iodiff_8_n_q4,,iodiff_6_n_q4,,iodiff_4_n_q4,,iodiff_2_n_q4,,,,iodiff_2_n_q2,,iodiff_4_n_q2,,iodiff_6_n_q2,,iodiff_8_n_q2,,iodiff_10_n_q2,,iodiff_12_n_q2,,iodiff_14_n_q2,,iodiff_16_n_q2,,iodiff_18_n_q2,,hsdiff_9_n_q2,,vss,,hsdiff_18_n_q2
,,,,,,,,,,,,,,,,,,,,,,,,,,,vss,,rxdata6_q2 29_44,,rxckn_q2 31_44,,rxdata10_q2 33_44,,vddh_q2,,txdata9_q2 37_44,,txckp_q2 39_44,,txdata5_q2 41_44,,vss,,,,,,
42,,hsdiff_18_p_q4,,hsdiff_9_p_q4,,vddv_q4,,iodiff_17_p_q4,,iodiff_15_p_q4,,iodiff_13_p_q4,,iodiff_11_p_q4,,iodiff_9_p_q4,,iodiff_7_p_q4,,iodiff_5_p_q4,,iodiff_3_p_q4,,iodiff_1_p_q4,,iodiff_1_p_q2,,iodiff_3_p_q2,,iodiff_5_p_q2,,iodiff_7_p_q2,,iodiff_9_p_q2,,iodiff_11_p_q2,,iodiff_13_p_q2,,iodiff_15_p_q2,,iodiff_17_p_q2,,vddv_q2,,hsdiff_9_p_q2,,hsdiff_18_p_q2,
,,,,,,,,,,TX1_CK,,TX3_CK,,,,,,,,,,,,,,vss,,vss,,rxdata7_q2 30_43,,rxdata8_q2 32_43,,vss,,txdata11_q2 36_43,,vss,,vss,,txdata4_q2 42_43,,,,,,,
41,hsdiff_17_n_q4,,vss,,hsdiff_8_n_q4,,iodiff_18_p_q4,,iodiff_16_p_q4,,iodiff_14_p_q4,,iodiff_12_p_q4,,iodiff_10_p_q4,,iodiff_8_p_q4,,iodiff_6_p_q4,,iodiff_4_p_q4,,iodiff_2_p_q4,,,,iodiff_2_p_q2,,iodiff_4_p_q2,,iodiff_6_p_q2,,iodiff_8_p_q2,,iodiff_10_p_q2,,iodiff_12_p_q2,,iodiff_14_p_q2,,iodiff_16_p_q2,,iodiff_18_p_q2,,hsdiff_8_n_q2,,vss,,hsdiff_17_n_q2
,uart_txd 1_42,,,,,,,,,,DLL_IBIAS_MAIN,,DLL_VINIT,,,,,,,,,,,,,,vss,,rxdata5_q2 29_42,,rxckp_q2 31_42,,rxdata9_q2 33_42,,vddh_q2,,txdata10_q2 37_42,,txckn_q2 39_42,,txdata6_q2 41_42,,vss,,,,,,ucie_sel 49_42
40,,hsdiff_17_p_q4,,hsdiff_8_p_q4,,vddv_q4,,vdd_q4,,vdd_q4,,vdd_q4,,vdd_q4,,vdd_q4,,vdd_q4,,vdd_q4,,vdd_q4,,vdd_q4,,vdd_q2,,vdd_q2,,vdd_q2,,vdd_q2,,vdd_q2,,vdd_q2,,vdd_q2,,vdd_q2,,vdd_q2,,vddv_q2,,hsdiff_8_p_q2,,hsdiff_17_p_q2,
,,uart_rxd 2_41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,obus_sel 48_41,
39,hsdiff_16_n_q4,,vss,,hsdiff_8_n_q4,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,hsdiff_8_n_q2,,vss,,hsdiff_16_n_q2
,jtag_tck 1_40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ddr1 49_40
38,,hsdiff_16_p_q4,,hsdiff_8_p_q4,,vddv_q4,,vdd_q4,,vdd_q4,,vdd_q4,,vdd_q4,,vdd_q4,,vdd_q4,,vdd_q4,,vdd_q4,,vdd_q4,,vdd_q2,,vdd_q2,,vdd_q2,,vdd_q2,,vdd_q2,,vdd_q2,,vdd_q2,,vdd_q2,,vdd_q2,,vddv_q2,,hsdiff_8_p_q2,,hsdiff_16_p_q2,
,,jtag_tms 2_39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ddr2 48_39,
37,hsdiff_15_n_q4,,vss,,hsdiff_7_n_q4,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,hsdiff_7_n_q2,,vss,,hsdiff_15_n_q2
,jtag tdi 1_38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ddr3 49_38
36,,hsdiff_15_p_q4,,hsdiff_7_p_q4,,vddv_q4,,vdd_q4,,vdd_q4,,vdd_q4,,vdd_q4,,vdd_q4,,vdd_q4,,vdd_q4,,vdd_q4,,vdd_q4,,vdd_q2,,vdd_q2,,vdd_q2,,vdd_q2,,vdd_q2,,vdd_q2,,vdd_q2,,vdd_q2,,vdd_q2,,vddv_q2,,hsdiff_7_p_q2,,hsdiff_15_p_q2,
,,jtag_tdo 2_37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ddr4 48_37,
35,hsdiff_14_n_q4,,vss,,hsdiff_6_n_q4,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,hsdiff_6_n_q2,,vss,,hsdiff_14_n_q2
,serial_tl_in_rdy 1_36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ddr5 49_36
34,,hsdiff_14_p_q4,,hsdiff_6_p_q4,,vddv_q4,,vdd_q4,,vdd_q4,,vdd_q4,,vdd_q4,,vdd_q4,,vdd_q4,,vdd_q4,,vdd_q4,,vdd_q4,,vdd_q2,,vdd_q2,,vdd_q2,,vdd_q2,,vdd_q2,,vdd_q2,,vdd_q2,,vdd_q2,,vdd_q2,,vddv_q2,,hsdiff_6_p_q2,,hsdiff_14_p_q2,
,,serial_tl_clock 2_35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ddr6 48_35,
33,hsdiff_13_n_q4,,vss,,hsdiff_4_n_q4,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,hsdiff_4_n_q2,,vss,,hsdiff_13_n_q2
,serial_tl_in_vld 1_34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ddr7 49_34
32,,hsdiff_13_p_q4,,hsdiff_4_p_q4,,vddv_q4,,vdd_q4,,vdd_q4,,vdd_q4,,vdd_q4,,vdd_q4,,vdd_q4,,vdd_q4,,vdd_q4,,vdd_q4,,vdd_q2,,vdd_q2,,vdd_q2,,vdd_q2,,vdd_q2,,vdd_q2,,vdd_q2,,vdd_q2,,vdd_q2,,vddv_q2,,hsdiff_4_p_q2,,hsdiff_13_p_q2,
,,serial_tl_out_vld 2_33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ddr8 48_33,
31,hsdiff_12_n_q4,,vss,,hsdiff_3_n_q4,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,hsdiff_3_n_q2,,vss,,hsdiff_12_n_q2
,serial_tl_out_rdy 1_32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ddr9 49_32
30,,hsdiff_12_p_q4,,hsdiff_3_p_q4,,vddv_q4,,vdd_q4,,vdd_q4,,vdd_q4,,vdd_q4,,vdd_q4,,vdd_q4,,vdd_q4,,vdd_q4,,vdd_q4,,vdd_q2,,vdd_q2,,vdd_q2,,vdd_q2,,vdd_q2,,vdd_q2,,vdd_q2,,vdd_q2,,vdd_q2,,vddv_q2,,hsdiff_3_p_q2,,hsdiff_12_p_q2,
,,serial_tl_in_bits0 2_31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ddr10 48_31,
29,hsdiff_11_n_q4,,vss,,hsdiff_2_n_q4,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,hsdiff_2_n_q2,,vss,,hsdiff_11_n_q2
,serial_tl_out_bits0 1_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ddr11 49_30
28,,hsdiff_11_p_q4,,hsdiff_2_p_q4,,vddv_q4,,vdd_q4,,vdd_q4,,vdd_q4,,vdd_q4,,vdd_q4,,vdd_q4,,vdd_q4,,vdd_q4,,vdd_q4,,vdd_q2,,vdd_q2,,vdd_q2,,vdd_q2,,vdd_q2,,vdd_q2,,vdd_q2,,vdd_q2,,vdd_q2,,vddv_q2,,hsdiff_2_p_q2,,hsdiff_11_p_q2,
,,plltap 2_29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ddr12 48_29,
27,hsdiff_10_n_q4,,vss,,hsdiff_1_n_q4,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,hsdiff_1_n_q2,,vss,,hsdiff_10_n_q2
,refclk 1_28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ddr13 49_28
26,,hsdiff_10_p_q4,,hsdiff_1_p_q4,,vddv_q4,,vdd_q4,,vdd_q4,,vdd_q4,,vdd_q4,,vdd_q4,,vdd_q4,,vdd_q4,,vdd_q4,,vdd_q4,,vdd_q2,,vdd_q2,,vdd_q2,,vdd_q2,,vdd_q2,,vdd_q2,,vdd_q2,,vdd_q2,,vdd_q2,,vddv_q2,,hsdiff_1_p_q2,,hsdiff_10_p_q2,
,,reset 2_27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ddr14 48_27,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,,hsdiff_10_p_q3,,hsdiff_1_p_q3,,vddv_q3,,vdd_q3,,vdd_q3,,vdd_q3,,vdd_q3,,vdd_q3,,vdd_q3,,vdd_q3,,vdd_q3,,vdd_q3,,vdd_q1,,vdd_q1,,vdd_q1,,vdd_q1,,vdd_q1,,vdd_q1,,vdd_q1,,vdd_q1,,vdd_q1,,vddv_q1,,hsdiff_1_p_q1,,hsdiff_10_p_q1,
,,chip_id 2_25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,hsdiff_10_n_q3,,vss,,hsdiff_1_n_q3,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,hsdiff_1_n_q1,,vss,,hsdiff_10_n_q1
,clock 1_24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,hsdiff_11_p_q3,,hsdiff_2_p_q3,,vddv_q3,,vdd_q3,,vdd_q3,,vdd_q3,,vdd_q3,,vdd_q3,,vdd_q3,,vdd_q3,,vdd_q3,,vdd_q3,,vdd_q1,,vdd_q1,,vdd_q1,,vdd_q1,,vdd_q1,,vdd_q1,,vdd_q1,,vdd_q1,,vdd_q1,,vddv_q1,,hsdiff_2_p_q1,,hsdiff_11_p_q1,
,,c2c_sertl_reset_in 2_23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,hsdiff_11_n_q3,,vss,,hsdiff_2_n_q3,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,hsdiff_2_n_q1,,vss,,hsdiff_11_n_q1
,c2c_sertl_clock_in 1_22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,hsdiff_12_p_q3,,hsdiff_3_p_q3,,vddv_q3,,vdd_q3,,vdd_q3,,vdd_q3,,vdd_q3,,vdd_q3,,vdd_q3,,vdd_q3,,vdd_q3,,vdd_q3,,vdd_q1,,vdd_q1,,vdd_q1,,vdd_q1,,vdd_q1,,vdd_q1,,vdd_q1,,vdd_q1,,vdd_q1,,vddv_q1,,hsdiff_3_p_q1,,hsdiff_12_p_q1,
,,c2c_sertl_in_bits2 2_21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,hsdiff_12_n_q3,,vss,,hsdiff_3_n_q3,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,hsdiff_3_n_q1,,vss,,hsdiff_12_n_q1
,c2c_sertl_in_bits1 1_20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,hsdiff_13_p_q3,,hsdiff_4_p_q3,,vddv_q3,,vdd_q3,,vdd_q3,,vdd_q3,,vdd_q3,,vdd_q3,,vdd_q3,,vdd_q3,,vdd_q3,,vdd_q3,,vdd_q1,,vdd_q1,,vdd_q1,,vdd_q1,,vdd_q1,,vdd_q1,,vdd_q1,,vdd_q1,,vdd_q1,,vddv_q1,,hsdiff_4_p_q1,,hsdiff_13_p_q1,
,,c2c_sertl_in_valid 2_19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,hsdiff_13_n_q3,,vss,,hsdiff_4_n_q3,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,hsdiff_4_n_q1,,vss,,hsdiff_13_n_q1
,c2c_sertl_in_bits3 1_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,hsdiff_14_p_q3,,hsdiff_5_p_q3,,vddv_q3,,vdd_q3,,vdd_q3,,vdd_q3,,vdd_q3,,vdd_q3,,vdd_q3,,vdd_q3,,vdd_q3,,vdd_q3,,vdd_q1,,vdd_q1,,vdd_q1,,vdd_q1,,vdd_q1,,vdd_q1,,vdd_q1,,vdd_q1,,vdd_q1,,vddv_q1,,hsdiff_5_p_q1,,hsdiff_14_p_q1,
,,c2c_sertl_out_valid 2_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,hsdiff_14_n_q3,,vss,,hsdiff_5_n_q3,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,hsdiff_5_n_q1,,vss,,hsdiff_14_n_q1
,c2c_sertl_out_bits3 1_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,hsdiff_15_p_q3,,hsdiff_6_p_q3,,vddv_q3,,vdd_q3,,vdd_q3,,vdd_q3,,vdd_q3,,vdd_q3,,vdd_q3,,vdd_q3,,vdd_q3,,vdd_q3,,vdd_q1,,vdd_q1,,vdd_q1,,vdd_q1,,vdd_q1,,vdd_q1,,vdd_q1,,vdd_q1,,vdd_q1,,vddv_q1,,hsdiff_6_p_q1,,hsdiff_15_p_q1,
,,c2c_sertl_clock_out 2_15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,hsdiff_15_n_q3,,vss,,hsdiff_6_n_q3,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,hsdiff_6_n_q1,,vss,,hsdiff_15_n_q1
,c2c_sertl_reset_out 1_14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,hsdiff_16_p_q3,,hsdiff_7_p_q3,,vddv_q3,,vdd_q3,,vdd_q3,,vdd_q3,,vdd_q3,,vdd_q3,,vdd_q3,,vdd_q3,,vdd_q3,,vdd_q3,,vdd_q1,,vdd_q1,,vdd_q1,,vdd_q1,,vdd_q1,,vdd_q1,,vdd_q1,,vdd_q1,,vdd_q1,,vddv_q1,,hsdiff_7_p_q1,,hsdiff_16_p_q1,
,,c2c_sertl_out_bits0 2_13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,hsdiff_16_n_q3,,vss,,hsdiff_7_n_q3,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,hsdiff_7_n_q1,,vss,,hsdiff_16_n_q1
,c2c_sertl_in_bits0 1_12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,hsdiff_17_p_q3,,hsdiff_8_p_q3,,vddv_q3,,vdd_q3,,vdd_q3,,vdd_q3,,vdd_q3,,vdd_q3,,vdd_q3,,vdd_q3,,vdd_q3,,vdd_q3,,vdd_q1,,vdd_q1,,vdd_q1,,vdd_q1,,vdd_q1,,vdd_q1,,vdd_q1,,vdd_q1,,vdd_q1,,vddv_q1,,hsdiff_8_p_q1,,hsdiff_17_p_q1,
,,c2c_sertl_out_bits2 2_11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,hsdiff_17_n_q3,,vss,,hsdiff_8_n_q3,,iodiff_18_p_q3,,iodiff_16_p_q3,,iodiff_14_p_q3,,iodiff_12_p_q3,,iodiff_10_p_q3,,iodiff_8_p_q3,,iodiff_6_p_q3,,iodiff_4_p_q3,,iodiff_2_p_q3,,,,iodiff_2_p_q1,,iodiff_4_p_q1,,iodiff_6_p_q1,,iodiff_8_p_q1,,iodiff_10_p_q1,,iodiff_12_p_q1,,iodiff_14_p_q1,,iodiff_16_p_q1,,iodiff_18_p_q1,,hsdiff_8_n_q1,,vss,,hsdiff_17_n_q1
,c2c_sertl_out_bits1 1_10,,,,,,vss,,txdata6_q3 9_10,,txckn_q3 11_10,,txdata10_q3 13_10,,vddh_q3,,rxdata9_q3 17_10,,rxckp_q3 19_10,,rxdata5_q3 21_10,,vss,,,,vss,,txdata6_q1,,txckn_q1,,txdata10_q1,,vddh_q1,,rxdata9_q1,,rxckp_q1,,rxdata5_q1,,vss,,,,,,
9,,hsdiff_18_p_q3,,hsdiff_9_p_q3,,vddv_q3,,iodiff_17_p_q3,,iodiff_15_p_q3,,iodiff_13_p_q3,,iodiff_11_p_q3,,iodiff_9_p_q3,,iodiff_7_p_q3,,iodiff_5_p_q3,,iodiff_3_p_q3,,iodiff_1_p_q3,,iodiff_1_p_q1,,iodiff_3_p_q1,,iodiff_5_p_q1,,iodiff_7_p_q1,,iodiff_9_p_q1,,iodiff_11_p_q1,,iodiff_13_p_q1,,iodiff_15_p_q1,,iodiff_17_p_q1,,vddv_q1,,hsdiff_9_p_q1,,hsdiff_18_p_q1,
,,,,,,,,txdata4_q3 8_9,,vss,,vddh_q3,,txdata11_q3 14_9,,vss,,rxdata8_q3 18_9,,rxdata7 20_9,,vss,,vddh_q3,,,,txdata4_q1,,vss,,vss,,txdata11_q1,,vss,,rxdata8_q1,,rxdata7_q1,,vss,,,,,,,
8,hsdiff_18_n_q3,,vss,,hsdiff_9_n_q3,,iodiff_18_n_q3,,iodiff_16_n_q3,,iodiff_14_n_q3,,iodiff_12_n_q3,,iodiff_10_n_q3,,iodiff_8_n_q3,,iodiff_6_n_q3,,iodiff_4_n_q3,,iodiff_2_n_q3,,,,iodiff_2_n_q1,,iodiff_4_n_q1,,iodiff_6_n_q1,,iodiff_10_n_q1,,iodiff_10_n_q1,,iodiff_12_n_q1,,iodiff_14_n_q1,,iodiff_16_n_q1,,iodiff_18_n_q1,,hsdiff_9_n_q1,,vss,,hsdiff_18_n_q1
,,,,,,,vss,,txdata5_q3 9_8,,txckp_q3 11_8,,txdata9_q3 13_8,,vddh_q3,,rxdata10_q3 17_8,,rxckn_q3 19_8,,rxdata6_q3 21_8,,vss,,,,vss,,txdata5_q1,,txckp_q1,,txdata9_q1,,vddh_q1,,rxdata10_q1,,rxckn_q1,,rxdata6_q1,,vss,,,,,,
7,,vss,,vss,,vddv_q3,,iodiff_17_n_q3,,iodiff_15_n_q3,,iodiff_13_n_q3,,iodiff_11_n_q3,,iodiff_9_n_q3,,iodiff_7_n_q3,,iodiff_5_n_q3,,iodiff_3_n_q3,,iodiff_1_n_q3,,iodiff_1_n_q1,,iodiff_3_n_q1,,iodiff_5_n_q1,,iodiff_7_n_q1,,iodiff_9_n_q1,,iodiff_11_n_q1,,iodiff_13_n_q1,,iodiff_15_n_q1,,iodiff_17_n_q1,,vddv_q1,,vss,,vss,
,,,,,,,,vss,,txdata7_q3 10_7,,txdata8_q3 12_7,,vss,,rxdata11_q3 16_7,,vss,,vss,,rxdata4_q3 22_7,,vss,,,,vss,,txdata7_q1,,txdata8_q1,,vss,,rxdata11_q1,,vss,,vss,,rxdata4_q1,,,,,,,
6,vddh_q3,,vss,,vddh_q3,,vddh_q3,,vddh_q3,,vddh_q3,,vddh_q3,,vddh_q3,,vddh_q3,,vddh_q3,,vddh_q3,,vddh_q3,,,,vddh_q1,,vddh_q1,,vddh_q1,,vddh_q1,,vddh_q1,,vddh_q1,,vddh_q1,,vddh_q1,,vddh_q1,,vddh_q1,,vss,,vddh_q1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,vss,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
