Y\X,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
,,,,,,,vss,,txdata5_q3 9_8,,txckp_q3 11_8,,txdata9_q3 13_8,,vddh_q3,,rxdata10_q3 17_8,,rxckn_q3 19_8,,rxdata6_q3 21_8,,vss,,,,vss,,txdata5_q1,,txckp_q1,,txdata9_q1,,vddh_q1,,rxdata10_q1,,rxckn_q1,,rxdata6_q1,,vss,,,,,,
7,,vss,,vss,,vddv_q3,,iodiff_17_n_q3,,iodiff_15_n_q3,,iodiff_13_n_q3,,iodiff_11_n_q3,,iodiff_9_n_q3,,iodiff_7_n_q3,,iodiff_5_n_q3,,iodiff_3_n_q3,,iodiff_1_n_q3,,iodiff_1_n_q1,,iodiff_3_n_q1,,iodiff_5_n_q1,,iodiff_7_n_q1,,iodiff_9_n_q1,,iodiff_11_n_q1,,iodiff_13_n_q1,,iodiff_15_n_q1,,iodiff_17_n_q1,,vddv_q1,,vss,,vss,
,,,,,,,,vss,,txdata7_q3 10_7,,txdata8_q3 12_7,,vss,,rxdata11_q3 16_7,,vss,,vss,,rxdata4_q3 22_7,,vss,,,,vss,,txdata7_q1,,txdata8_q1,,vss,,rxdata11_q1,,vss,,vss,,rxdata4_q1,,,,,,,
6,vddh_q3,,vss,,vddh_q3,,vddh_q3,,vddh_q3,,vddh_q3,,vddh_q3,,vddh_q3,,vddh_q3,,vddh_q3,,vddh_q3,,vddh_q3,,,,vddh_q1,,vddh_q1,,vddh_q1,,vddh_q1,,vddh_q1,,vddh_q1,,vddh_q1,,vddh_q1,,vddh_q1,,vddh_q1,,vss,,vddh_q1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,vss,,vss,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,iodiff_41_p_q3,,vss,,iodiff_38_p_q3,,iodiff_36_p_q3,,iodiff_34_p_q3,,iodiff_32_p_q3,,iodiff_30_p_q3,,iodiff_28_p_q3,,iodiff_26_p_q3,,iodiff_24_p_q3,,iodiff_22_p_q3,,iodiff_20_p_q3,,,,iodiff_20_p_q1,,iodiff_22_p_q1,,iodiff_24_p_q1,,iodiff_26_p_q1,,iodiff_28_p_q1,,iodiff_30_p_q1,,iodiff_32_p_q1,,iodiff_34_p_q1,,iodiff_36_p_q1,,iodiff_38_p_q1,,vss,,iodiff_41_p_q1
,,,,,,,txsbd_q3 7_4,,txdata2_q3 9_4,,txvld_q3 11_4,,txdata14_q3 13_4,,vss,,rxdata13_q3 17_4,,rxtrk_q3 19_4,,rxdata1_q3 21_4,,rxsbc_q3 23_4,,,,txsbd_q1,,txdata2_q1,,txvld_q1,,txdata14_q1,,vss,,rxdata13_q1,,rxtrk_q1,,rxdata1_q1,,rxsbc_q1,,,,,,
3,,iodiff_40_p_q3,,iodiff_39_p_q3,,iodiff_37_p_q3,,iodiff_35_p_q3,,iodiff_33_p_q3,,iodiff_31_p_q3,,iodiff_29_p_q3,,iodiff_27_p_q3,,iodiff_25_p_q3,,iodiff_23_p_q3,,iodiff_21_p_q3,,iodiff_19_p_q3,,iodiff_19_p_q1,,iodiff_21_p_q1,,iodiff_23_p_q1,,iodiff_25_p_q1,,iodiff_27_p_q1,,iodiff_29_p_q1,,iodiff_31_p_q1,,iodiff_33_p_q1,,iodiff_35_p_q1,,iodiff_37_p_q1,,iodiff_39_p_q1,,iodiff_40_p_q1,
,,,,,,vddh_q3,,txdata0_q3 8_3,,vss,,vss,,txdata15_q3 14_3,,vss,,rxdata12_q3 18_3,,rxdata3_q3 20_3,,vss,,vddh_q3,,vddh_q1,,txdata0_q1,,vss,,vss,,txdata15_q1,,vss,,rxdata12_q1,,rxdata3_q1,,vss,,vddh_q1,,,,,
2,iodiff_41_n_q3,,vss,,iodiff_38_n_q3,,iodiff_36_n_q3,,iodiff_34_n_q3,,iodiff_32_n_q3,,iodiff_30_n_q3,,iodiff_28_n_q3,,iodiff_26_n_q3,,iodiff_24_n_q3,,iodiff_22_n_q3,,iodiff_20_n_q3,,,,iodiff_20_n_q1,,iodiff_22_n_q1,,iodiff_24_n_q1,,iodiff_26_n_q1,,iodiff_28_n_q1,,iodiff_30_n_q1,,iodiff_32_n_q1,,iodiff_34_n_q1,,iodiff_36_n_q1,,iodiff_38_n_q1,,vss,,iodiff_41_n_q1
,,,,,,,txsbc_q3  7_2,,txdata1_q3 9_2,,txtrk_q3 11_2,,txdata13_q3 13_2,,vss,,rxdata14_q3 17_2,,rxvld_q3 19_2,,rxdata2_q3 21_2,,rxsbd_q3 23_2,,,,txsbc_q1,,txdata1_q1,,txtrk_q1,,txdata13_q1,,vss,,rxdata14_q1,,rxvld_q1,,rxdata2_q1,,rxsbd_q1,,,,,,
1,PRS CORNER,iodiff_40_n_q3,,iodiff_39_n_q3,,iodiff_37_n_q3,,iodiff_35_n_q3,,iodiff_33_n_q3,,iodiff_31_n_q3,,iodiff_29_n_q3,,iodiff_27_n_q3,,iodiff_25_n_q3,,iodiff_23_n_q3,,iodiff_21_n_q3,,iodiff_19_n_q3,,iodiff_19_n_q1,,iodiff_21_n_q1,,iodiff_23_n_q1,,iodiff_25_n_q1,,iodiff_27_n_q1,,iodiff_29_n_q1,,iodiff_31_n_q1,,iodiff_33_n_q1,,iodiff_35_n_q1,,iodiff_37_n_q1,,iodiff_39_n_q1,,iodiff_40_n_q1,PRS CORNER
,,,,,,vss,,vss,,txdata3_q3 10_1,,txdata12_q3 12_1,,vss,,rxdata15_q3 16_1,,vss,,vss,,rxdata0_q3 22_1,,vss,,vss,,vss,,txdata3_q1,,txdata12_q1,,vss,,rxdata15_q1,,vss,,vss,,rxdata0_q1,,vss,,,,,
Y/X,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
